date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:22:48	143/143	U--M-Z	200	updated ('OK')	text/css	date:Sun,%2029%20May%202022%2011:22:44%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/components/general/loader.min.css	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/components/general/loader.min.css	(from https://www.americafirst.com/)
06:22:51	3562/3562	U--M-Z	200	updated ('OK')	text/css	date:Sun,%2029%20May%202022%2011:22:53%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/swift.min.css	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/swift.min.css	(from https://www.americafirst.com/)
06:22:54	0/0	U-----	200	untouched ('OK')	text/css	date:Sun,%2029%20May%202022%2011:05:56%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/backstretch.min.css	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/backstretch.min.css	(from https://www.americafirst.com/)
06:22:55	8363/8363	U--M-Z	200	updated ('OK')	application/javascript	date:Sun,%2029%20May%202022%2011:22:56%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/swift.min.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/swift.min.js	(from https://www.americafirst.com/)
06:22:55	1423/1423	U--M-Z	200	updated ('OK')	application/javascript	date:Sun,%2029%20May%202022%2011:22:56%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/jquery_cookie.min.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/jquery_cookie.min.js	(from https://www.americafirst.com/)
06:22:55	3768/3768	U--M-Z	200	updated ('OK')	text/css	date:Sun,%2029%20May%202022%2011:22:56%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/slick.min.css	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/slick.min.css	(from https://www.americafirst.com/)
06:22:55	43235/43235	U--M-Z	200	updated ('OK')	application/javascript	date:Sun,%2029%20May%202022%2011:22:56%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/slick.min.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/slick.min.js	(from https://www.americafirst.com/)
06:22:55	35584/35584	U--M-Z	200	updated ('OK')	application/javascript	date:Sun,%2029%20May%202022%2011:22:57%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/html2canvas.min.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/html2canvas.min.js	(from https://www.americafirst.com/)
06:22:55	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20May%202022%2011:22:57%20GMT	https://www.americafirst.com/visa/visa-card-security.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/visa/visa-card-security.html	(from https://www.americafirst.com/)
06:22:55	4810/4810	U--M-Z	200	updated ('OK')	application/javascript	date:Sun,%2029%20May%202022%2011:22:57%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/mask.min.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/mask.min.js	(from https://www.americafirst.com/)
06:22:56	253874/253874	U-----	200	untouched ('OK')	text/css	date:Sun,%2029%20May%202022%2011:05:56%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/base.min.css?t=10302020	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/base.min3774.css	(from https://www.americafirst.com/)
06:22:56	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20May%202022%2011:22:57%20GMT	https://www.americafirst.com/business-relief	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/business-relief	(from https://www.americafirst.com/)
06:22:56	4274/4274	U--M-Z	200	updated ('OK')	application/javascript	date:Sun,%2029%20May%202022%2011:22:57%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/vendor/backstretch.min.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/vendor/backstretch.min.js	(from https://www.americafirst.com/)
06:22:58	203691/203691	U-----	200	untouched ('')	application/javascript	date:Sun,%2029%20May%202022%2011:06:06%20GMT	https://www.americafirst.com/etc/clientlibs/afcu/base.min.js?t=10302020	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/clientlibs/afcu/base.min3774.js	(from https://www.americafirst.com/)
06:22:58	21908/21908	U-----	200	untouched ('')	image/png	date:Sun,%2029%20May%202022%2011:06:15%20GMT	https://www.americafirst.com/etc/designs/afcu/app-icon.png	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/etc/designs/afcu/app-icon.png	(from https://www.americafirst.com/)
06:23:01	265/265	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20May%202022%2011:23:01%20GMT	https://www.americafirst.com/content/dam/documents/privacy-policy.pdf	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/dam/documents/privacy-policy.pdf	(from https://www.americafirst.com/)
06:23:03	37141/37141	U-----	200	untouched ('')	text/javascript	etag:%222321e235cd1219f0ea1f75a72519efc0:1557866875%22	https://sc87389896us1.cobrowse.oraclecloud.com/launcher.js	C:/My%20Web%20Sites/America%20First%20Credit%20Union/sc87389896us1.cobrowse.oraclecloud.com/launcher.js	(from https://www.americafirst.com/)
06:23:06	3311/3311	U-----	200	untouched ('')	image/png	date:Sun,%2029%20May%202022%2011:06:17%20GMT	https://www.americafirst.com/content/dam/afcu/logo/logo-desktop-inverse-scroll.png	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/dam/afcu/logo/logo-desktop-inverse-scroll.png	(from https://www.americafirst.com/)
06:23:06	12876/12876	U-----	200	untouched ('')	application/javascript	etag:%22324c-568a7c9249bc0%22	https://assets.americafirst.com/js/pm_fp.js?v=03302018	C:/My%20Web%20Sites/America%20First%20Credit%20Union/assets.americafirst.com/js/pm_fpec58.js	(from https://www.americafirst.com/)
06:23:08	9957/9957	U-----	200	untouched ('')	image/png	date:Sun,%2029%20May%202022%2011:06:16%20GMT	https://www.americafirst.com/content/dam/afcu/logo/logo-desktop-inverse.png	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/dam/afcu/logo/logo-desktop-inverse.png	(from https://www.americafirst.com/)
06:23:10	4554/4554	U-----	200	untouched ('')	image/png	date:Sun,%2029%20May%202022%2011:06:18%20GMT	https://www.americafirst.com/content/dam/afcu/logo/logo-mobile-inverse.png	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/dam/afcu/logo/logo-mobile-inverse.png	(from https://www.americafirst.com/)
06:23:12	29739/29739	U-----	200	untouched ('')	image/jpeg	date:Sun,%2029%20May%202022%2011:06:18%20GMT	https://www.americafirst.com/content/dam/nav/nav-loans-02.jpg	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/dam/nav/nav-loans-02.jpg	(from https://www.americafirst.com/)
06:23:17	323180/323180	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:13%20GMT	https://www.americafirst.com/loans/vehicle-loans/auto-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/vehicle-loans/auto-loans.html	(from https://www.americafirst.com/)
06:23:18	250/250	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20May%202022%2011:23:14%20GMT	https://www.americafirst.com/covid-19	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/covid-19.e1.delayed	(from https://www.americafirst.com/)
06:23:19	320542/320542	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:18%20GMT	https://www.americafirst.com/loans/vehicle-loans/rv-loans.html?cid=tgt-lk-rv_april_2022-afcu-ln-ac-20220411	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/vehicle-loans/rv-loans7b5f.html	(from https://www.americafirst.com/)
06:23:19	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20May%202022%2011:23:21%20GMT	https://www.americafirst.com/covid-19.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/covid-19.html	(from https://www.americafirst.com/)
06:23:20	311762/311762	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:21%20GMT	https://www.americafirst.com/loans/vehicle-loans/motorcycle-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/vehicle-loans/motorcycle-loans.html	(from https://www.americafirst.com/)
06:23:21	311235/311235	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:21%20GMT	https://www.americafirst.com/loans/vehicle-loans/utv-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/vehicle-loans/utv-loans.html	(from https://www.americafirst.com/)
06:23:21	307414/307414	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:22%20GMT	https://www.americafirst.com/services/tools/nada-vehicle-pricing.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/services/tools/nada-vehicle-pricing.html	(from https://www.americafirst.com/)
06:23:22	317272/317272	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:21%20GMT	https://www.americafirst.com/loans/vehicle-loans/off-road-vehicle-loans.html?cid=tgt-lk-off_road-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/vehicle-loans/off-road-vehicle-loansb63a.html	(from https://www.americafirst.com/)
06:23:22	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2029%20May%202022%2011:23:24%20GMT	https://www.americafirst.com/about/help/faq/quicken-quickbooks.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/about/help/faq/quicken-quickbooks.html	(from https://www.americafirst.com/)
06:23:22	319188/319188	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:22%20GMT	https://www.americafirst.com/loans/vehicle-loans/watercraft-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/vehicle-loans/watercraft-loans.html	(from https://www.americafirst.com/)
06:23:23	317645/317645	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:24%20GMT	https://www.americafirst.com/loans/personal-loans/certificate-secured-loans.html?cid=tgt-lk-certificate_secured_loan-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/personal-loans/certificate-secured-loans47bc.html	(from https://www.americafirst.com/)
06:23:23	315628/315628	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:24%20GMT	https://www.americafirst.com/loans/personal-loans/consolidation-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/personal-loans/consolidation-loans.html	(from https://www.americafirst.com/)
06:23:26	308152/308152	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:24%20GMT	https://www.americafirst.com/loans/personal-loans/line-of-credit.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/personal-loans/line-of-credit.html	(from https://www.americafirst.com/)
06:23:26	307899/307899	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:26%20GMT	https://www.americafirst.com/loans/personal-loans/share-secured-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/personal-loans/share-secured-loans.html	(from https://www.americafirst.com/)
06:23:26	307/307	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20May%202022%2011:23:27%20GMT	https://www.americafirst.com/content/afcu/en/jazz?cid=web-ab-utah_jazz-afcu-v-ac-20220324.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/afcu/en/jazzabb1	(from https://www.americafirst.com/)
06:23:28	312069/312069	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:29%20GMT	https://www.americafirst.com/loans/home-equity-loans/investment-property-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/home-equity-loans/investment-property-loans.html	(from https://www.americafirst.com/)
06:23:28	332680/332680	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:27%20GMT	https://www.americafirst.com/loans/home-equity-loans/home-equity-line-of-credit.html?cid=tgt-lk-home_equity_199-afcu-ln-ac-20210910	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/home-equity-loans/home-equity-line-of-credit6c9e.html	(from https://www.americafirst.com/)
06:23:29	317982/317982	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:29%20GMT	https://www.americafirst.com/loans/home-equity-loans/home-equity-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/home-equity-loans/home-equity-loans.html	(from https://www.americafirst.com/)
06:23:29	317328/317328	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:27%20GMT	https://www.americafirst.com/loans/personal-loans/personal-loans.html?cid=tgt-lk-personal_loans-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/personal-loans/personal-loans7062.html	(from https://www.americafirst.com/)
06:23:32	315861/315861	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:30%20GMT	https://www.americafirst.com/loans/home-equity-loans/no-closing-costs-home-loan.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/home-equity-loans/no-closing-costs-home-loan.html	(from https://www.americafirst.com/)
06:23:33	324083/324083	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:32%20GMT	https://www.americafirst.com/loans/mortgage-loans/construction-lot-loans.html?cid=tgt-lk-construction_lot-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/construction-lot-loansab50.html	(from https://www.americafirst.com/)
06:23:33	385624/385624	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:32%20GMT	https://www.americafirst.com/loans/mortgage-loans/mortgage-loans.html?cid=tgt-lk-mortgage_targeted-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/mortgage-loans18f6.html	(from https://www.americafirst.com/)
06:23:35	310473/310473	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:35%20GMT	https://www.americafirst.com/loans/mortgage-loans/mortgage-refinance.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/mortgage-refinance.html	(from https://www.americafirst.com/)
06:23:38	313377/313377	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:38%20GMT	https://www.americafirst.com/loans/mortgage-loans/mortgage-resources.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/mortgage-resources.html	(from https://www.americafirst.com/)
06:23:40	372328/372328	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:34%20GMT	https://www.americafirst.com/loans/mortgage-loans/first-time-homebuyer.html?cid=tgt-lk-mortgage_targeted-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/first-time-homebuyer18f6.html	(from https://www.americafirst.com/)
06:23:41	307650/307650	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:38%20GMT	https://www.americafirst.com/loans/mortgage-loans/renovation-loans.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/renovation-loans.html	(from https://www.americafirst.com/)
06:23:43	307083/307083	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:43%20GMT	https://www.americafirst.com/loans/mortgage-loans/reverse-mortgage.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/reverse-mortgage.html	(from https://www.americafirst.com/)
06:23:46	314995/314995	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:46%20GMT	https://www.americafirst.com/services/tools/mortgage-calculators-new.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/services/tools/mortgage-calculators-new.html	(from https://www.americafirst.com/)
06:23:46	313456/313456	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:46%20GMT	https://www.americafirst.com/services/tools/credit-payment-calculators.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/services/tools/credit-payment-calculators.html	(from https://www.americafirst.com/)
06:23:47	333242/333242	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:46%20GMT	https://www.americafirst.com/loans/mortgage-loans/purchase-specialists.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/loans/mortgage-loans/purchase-specialists.html	(from https://www.americafirst.com/)
06:23:47	315713/315713	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:46%20GMT	https://www.americafirst.com/services/tools/auto-loan-calculators.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/services/tools/auto-loan-calculators.html	(from https://www.americafirst.com/)
06:23:47	22732/22732	U-----	200	untouched ('')	image/jpeg	date:Sun,%2029%20May%202022%2011:06:52%20GMT	https://www.americafirst.com/content/dam/nav/nav-accounts-02.jpg	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/content/dam/nav/nav-accounts-02.jpg	(from https://www.americafirst.com/)
06:23:50	382451/382451	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:49%20GMT	https://www.americafirst.com/rates/loan-rates.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/rates/loan-rates.html	(from https://www.americafirst.com/)
06:23:53	332928/332928	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:50%20GMT	https://www.americafirst.com/accounts/checking-accounts/premium-checking.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/checking-accounts/premium-checking.html	(from https://www.americafirst.com/)
06:23:53	308560/308560	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:53%20GMT	https://www.americafirst.com/accounts/checking-accounts/money-market-checking.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/checking-accounts/money-market-checking.html	(from https://www.americafirst.com/)
06:23:55	310653/310653	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:49%20GMT	https://www.americafirst.com/accounts/checking-accounts.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/checking-accounts.html	(from https://www.americafirst.com/)
06:23:56	318527/318527	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:54%20GMT	https://www.americafirst.com/accounts/checking-accounts/classic-checking.html?cid=tgt-lk-hth_checking-afcu-ac-ac-20200506	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/checking-accounts/classic-checking3b0f.html	(from https://www.americafirst.com/)
06:23:58	310833/310833	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:23:58%20GMT	https://www.americafirst.com/accounts/savings-accounts/share-savings.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/share-savings.html	(from https://www.americafirst.com/)
06:24:00	309874/309874	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:00%20GMT	https://www.americafirst.com/accounts/certificate-accounts/dedicated-savings.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/certificate-accounts/dedicated-savings.html	(from https://www.americafirst.com/)
06:24:00	309969/309969	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:01%20GMT	https://www.americafirst.com/accounts/savings-accounts/wedding-savings.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/wedding-savings.html	(from https://www.americafirst.com/)
06:24:01	311137/311137	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:02%20GMT	https://www.americafirst.com/accounts/savings-accounts/coverdell-education-savings.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/coverdell-education-savings.html	(from https://www.americafirst.com/)
06:24:02	308174/308174	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:02%20GMT	https://www.americafirst.com/accounts/savings-accounts/charitable-memorial.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/charitable-memorial.html	(from https://www.americafirst.com/)
06:24:02	310212/310212	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:03%20GMT	https://www.americafirst.com/accounts/savings-accounts/youth-accounts.html?cid=tgt-lk-youth_account-afcu-ac-ac-20210802	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/youth-accountsc281.html	(from https://www.americafirst.com/)
06:24:03	317219/317219	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:02%20GMT	https://www.americafirst.com/accounts/savings-accounts/money-market-savings.html?cid=tgt-lk-money_market_savings-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/money-market-savings3b8b.html	(from https://www.americafirst.com/)
06:24:03	337157/337157	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:03%20GMT	https://www.americafirst.com/accounts/savings-accounts/health-savings.html?cid=tgt-lk-hsa_targeted-afcu-ln-ac-20210422	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/health-savingsb305.html	(from https://www.americafirst.com/)
06:24:04	313028/313028	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:04%20GMT	https://www.americafirst.com/accounts/savings-accounts/student-savings-account.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/savings-accounts/student-savings-account.html	(from https://www.americafirst.com/)
06:24:07	308198/308198	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:06%20GMT	https://www.americafirst.com/accounts/certificate-accounts/bump-cd.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/certificate-accounts/bump-cd.html	(from https://www.americafirst.com/)
06:24:07	308520/308520	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:06%20GMT	https://www.americafirst.com/accounts/certificate-accounts/flexible-cd.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/certificate-accounts/flexible-cd.html	(from https://www.americafirst.com/)
06:24:07	308459/308459	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:04%20GMT	https://www.americafirst.com/accounts/certificate-accounts/ira-cd.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/certificate-accounts/ira-cd.html	(from https://www.americafirst.com/)
06:24:09	309831/309831	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2029%20May%202022%2011:24:06%20GMT	https://www.americafirst.com/accounts/certificate-accounts/regular-cd.html	C:/My%20Web%20Sites/America%20First%20Credit%20Union/www.americafirst.com/accounts/certificate-accounts/regular-cd.html	(from https://www.americafirst.com/)
